"","status","family","pval","qval","index","gene_ids","mito","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","n_cells","gene_short_name","use_for_ordering"
"UTP18","OK","negbinomial.size",6.4830716103135e-18,2.05297267659927e-16,"UTP18","ENSG00000011260","False",2142,1.3958944,0.8737566,37.1847507331378,4760,8.468213,2142,"UTP18",FALSE
"RP11-1018N14.1","OK","negbinomial.size",0.851032604787475,0.958549738214635,"RP11-1018N14.1","ENSG00000249383","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"RP11-1018N14.1",FALSE
"CA10","OK","negbinomial.size",0.999999999526373,0.999999999652452,"CA10","ENSG00000154975","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"CA10",FALSE
"TOM1L1","OK","negbinomial.size",0.217418852177385,0.455511340211621,"TOM1L1","ENSG00000141198","False",1010,0.38445747,0.32530835,70.3812316715543,1311,7.179308,1010,"TOM1L1",FALSE
"COX11","OK","negbinomial.size",0.000581413907820361,0.00369834290477449,"COX11","ENSG00000166260","False",1642,0.77917886,0.57615197,51.8475073313783,2657,7.8853292,1642,"COX11",FALSE
"RP11-257O5.4","OK","negbinomial.size",0.727423291416771,0.892456795241924,"RP11-257O5.4","ENSG00000275710","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"RP11-257O5.4",FALSE
"STXBP4","OK","negbinomial.size",0.549809483136539,0.77674037884249,"STXBP4","ENSG00000166263","False",346,0.10909091,0.10354068,89.8533724340176,372,5.9215784,346,"STXBP4",FALSE
"HLF","OK","negbinomial.size",0.999999999526373,0.999999999652452,"HLF","ENSG00000108924","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"HLF",FALSE
"MMD","OK","negbinomial.size",0.223302558862672,0.463826147275981,"MMD","ENSG00000108960","False",925,0.3621701,0.30907908,72.8739002932551,1235,7.1196356,925,"MMD",FALSE
"TMEM100","OK","negbinomial.size",0.0210381616826637,0.0816708101655707,"TMEM100","ENSG00000166292","False",10,0.0035190615,0.003512884,99.7067448680352,12,2.5649493,10,"TMEM100",FALSE
"PCTP","OK","negbinomial.size",0.215731368775402,0.453408853785636,"PCTP","ENSG00000141179","False",592,0.20879765,0.18962619,82.6392961876833,712,6.5694814,592,"PCTP",FALSE
"ANKFN1","OK","negbinomial.size",0.61703212530802,0.823181283026194,"ANKFN1","ENSG00000153930","False",26,0.007917888,0.007886707,99.2375366568915,27,3.3322046,26,"ANKFN1",FALSE
"NOG","OK","negbinomial.size",0.000300911581371519,0.00204190001644959,"NOG","ENSG00000183691","False",458,0.18914956,0.1732384,86.5689149560117,645,6.4707994,458,"NOG",TRUE
"C17orf67","OK","negbinomial.size",0.413960096369743,0.670244547629964,"C17orf67","ENSG00000214226","False",580,0.20381232,0.18549345,82.9912023460411,695,6.5453496,580,"C17orf67",FALSE
"DGKE","OK","negbinomial.size",0.0281134025677229,0.103062683104164,"DGKE","ENSG00000153933","False",938,0.35278592,0.3021661,72.4926686217009,1203,7.093405,938,"DGKE",FALSE
"TRIM25","OK","negbinomial.size",0.0833959517753531,0.235336047943021,"TRIM25","ENSG00000121060","False",1698,0.7935484,0.58419603,50.2052785923754,2706,7.9035964,1698,"TRIM25",FALSE
"RP11-670E13.6","OK","negbinomial.size",0.404689091145771,0.662587149230652,"RP11-670E13.6","ENSG00000274213","False",714,0.2994135,0.261913,79.0615835777126,1021,6.929517,714,"RP11-670E13.6",FALSE
"COIL","OK","negbinomial.size",1.05704732157221e-14,2.65562011600398e-13,"COIL","ENSG00000121058","False",2162,1.4381232,0.89122856,36.5982404692082,4904,8.498011,2162,"COIL",TRUE
"SCPEP1","OK","negbinomial.size",0.288292864953146,0.543810654476174,"SCPEP1","ENSG00000121064","False",1000,0.3941349,0.33227408,70.6744868035191,1344,7.2041492,1000,"SCPEP1",FALSE
"RP11-166P13.3","OK","negbinomial.size",0.84218084878858,0.952888535148834,"RP11-166P13.3","ENSG00000263004","False",156,0.049266864,0.048091695,95.425219941349,168,5.1298985,156,"RP11-166P13.3",FALSE
"AKAP1","OK","negbinomial.size",0.11070830610226,0.288788908319113,"AKAP1","ENSG00000121057","False",1716,0.829912,0.6042679,49.6774193548387,2830,7.9483852,1716,"AKAP1",FALSE
"RP11-166P13.4","OK","negbinomial.size",0.245609900494124,0.491570797798958,"RP11-166P13.4","ENSG00000263089","False",329,0.10557185,0.10036271,90.3519061583578,360,5.888878,329,"RP11-166P13.4",FALSE
"MSI2","OK","negbinomial.size",4.99995455216521e-05,0.000398455215481757,"MSI2","ENSG00000153944","False",1300,0.5255132,0.42233086,61.8768328445748,1792,7.4916453,1300,"MSI2",FALSE
"MRPS23","OK","negbinomial.size",5.04115473067636e-14,1.18215367823266e-12,"MRPS23","ENSG00000181610","False",2528,1.8961877,1.0633953,25.8651026392962,6466,8.774467,2528,"MRPS23",FALSE
"CUEDC1","OK","negbinomial.size",0.144826976272154,0.347397650071492,"CUEDC1","ENSG00000180891","False",860,0.3372434,0.29061034,74.7800586510264,1150,7.0483866,860,"CUEDC1",FALSE
"RP11-159D12.11","OK","negbinomial.size",0.470998831882526,0.717501778294613,"RP11-159D12.11","ENSG00000278642","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-159D12.11",FALSE
"VEZF1","OK","negbinomial.size",0.320109098865692,0.57763303687002,"VEZF1","ENSG00000136451","False",1737,0.79208213,0.58337814,49.0615835777126,2701,7.9017477,1737,"VEZF1",FALSE
"RP11-159D12.5","OK","negbinomial.size",0.315783304270882,0.57373011828258,"RP11-159D12.5","ENSG00000266086","False",88,0.026979472,0.026621943,97.4193548387097,92,4.5325994,88,"RP11-159D12.5",FALSE
"RP11-159D12.2","OK","negbinomial.size",0.302624568655396,0.56059376154421,"RP11-159D12.2","ENSG00000264112","False",250,0.08005865,0.07701535,92.6686217008798,273,5.613128,250,"RP11-159D12.2",FALSE
"SRSF1","OK","negbinomial.size",5.58587240736568e-06,5.26737968238431e-05,"SRSF1","ENSG00000136450","False",2869,2.2777126,1.1871458,15.8651026392962,7767,8.957768,2869,"SRSF1",FALSE
"DYNLL2","OK","negbinomial.size",0.000842228835068612,0.00515354222776405,"DYNLL2","ENSG00000264364","False",1648,0.83548385,0.60730815,51.6715542521994,2849,7.9550743,1648,"DYNLL2",FALSE
"MKS1","OK","negbinomial.size",0.12203919129587,0.308534531775981,"MKS1","ENSG00000011143","False",267,0.08328446,0.07999759,92.1700879765396,284,5.652489,267,"MKS1",FALSE
"LPO","OK","negbinomial.size",0.984766898165462,0.999999999652452,"LPO","ENSG00000167419","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"LPO",FALSE
"BZRAP1-AS1","OK","negbinomial.size",0.321980590465156,0.579678586183412,"BZRAP1-AS1","ENSG00000265148","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"BZRAP1-AS1",FALSE
"SUPT4H1","OK","negbinomial.size",0.0690938423385881,0.20542092136327,"SUPT4H1","ENSG00000213246","False",2394,1.4392962,0.89170957,29.7947214076246,4908,8.498825,2394,"SUPT4H1",FALSE
"RNF43","OK","negbinomial.size",0.938950435474356,0.999742618180875,"RNF43","ENSG00000108375","False",282,0.09296188,0.08889133,91.7302052785924,317,5.7620516,282,"RNF43",FALSE
"MTMR4","OK","negbinomial.size",0.16695023220064,0.383874647382423,"MTMR4","ENSG00000108389","False",482,0.15982404,0.14826831,85.8651026392962,545,6.302619,482,"MTMR4",FALSE
"SEPT4","OK","negbinomial.size",0.228237899963376,0.46960402002135,"SEPT4","ENSG00000108387","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"SEPT4",FALSE
"TEX14","OK","negbinomial.size",0.739470759671321,0.898924202915459,"TEX14","ENSG00000121101","False",5,0.0017595307,0.0017579846,99.8533724340176,6,1.9459101,5,"TEX14",FALSE
"RAD51C","OK","negbinomial.size",0.00138031833117164,0.00802533501684623,"RAD51C","ENSG00000108384","False",1640,0.76304984,0.56704515,51.9061583577713,2602,7.86442,1640,"RAD51C",FALSE
"PPM1E","OK","negbinomial.size",0.980953651994792,0.999999999652452,"PPM1E","ENSG00000175175","False",12,0.0035190615,0.003512884,99.6480938416422,12,2.5649493,12,"PPM1E",FALSE
"TRIM37","OK","negbinomial.size",0.145001167696446,0.347692985466062,"TRIM37","ENSG00000108395","False",1362,0.56187683,0.4458882,60.058651026393,1916,7.558517,1362,"TRIM37",FALSE
"AC099850.1","OK","negbinomial.size",0.00367356270810553,0.0189811581869606,"AC099850.1","ENSG00000224738","False",59,0.018181818,0.018018505,98.2697947214076,62,4.1431346,59,"AC099850.1",FALSE
"SKA2","OK","negbinomial.size",1.55028904939736e-07,1.82295071007145e-06,"SKA2","ENSG00000182628","False",2447,1.5997068,0.9553987,28.2404692082111,5455,8.604471,2447,"SKA2",FALSE
"PRR11","OK","negbinomial.size",2.28104003401788e-68,4.15984309775136e-66,"PRR11","ENSG00000068489","False",1755,1.1052786,0.7444478,48.533724340176,3769,8.23483,1755,"PRR11",TRUE
"SMG8","OK","negbinomial.size",0.765500129967082,0.914026666349682,"SMG8","ENSG00000167447","False",44,0.013196481,0.013110166,98.7096774193548,45,3.8286414,44,"SMG8",FALSE
"GDPD1","OK","negbinomial.size",0.190308576110049,0.418592792057695,"GDPD1","ENSG00000153982","False",32,0.009677419,0.009630893,99.0615835777126,33,3.5263605,32,"GDPD1",FALSE
"YPEL2","OK","negbinomial.size",0.611178870395183,0.819116038570971,"YPEL2","ENSG00000175155","False",42,0.013489736,0.01339956,98.7683284457478,46,3.8501475,42,"YPEL2",FALSE
"DHX40","OK","negbinomial.size",0.00913429204770508,0.0411849702150941,"DHX40","ENSG00000108406","False",1236,0.5070381,0.4101462,63.7536656891495,1729,7.455877,1236,"DHX40",FALSE
"RP11-758H9.2","OK","negbinomial.size",0.0709543913764919,0.209307256479614,"RP11-758H9.2","ENSG00000273702","False",282,0.09208211,0.08808607,91.7302052785924,314,5.7525725,282,"RP11-758H9.2",FALSE
"CLTC","OK","negbinomial.size",0.0229396281707046,0.0878406271815976,"CLTC","ENSG00000141367","False",2556,1.6008798,0.95584977,25.0439882697947,5459,8.605204,2556,"CLTC",FALSE
"PTRH2","OK","negbinomial.size",1.76234260100606e-06,1.80430313912525e-05,"PTRH2","ENSG00000141378","False",1113,0.4557185,0.37549958,67.3607038123167,1554,7.349231,1113,"PTRH2",FALSE
"VMP1","OK","negbinomial.size",0.0444736207555077,0.147703041289633,"VMP1","ENSG00000062716","False",3118,3.580645,1.5218399,8.56304985337243,12210,9.410092,3118,"VMP1",FALSE
"TUBD1","OK","negbinomial.size",1.04679903227751e-07,1.25992164020437e-06,"TUBD1","ENSG00000108423","False",550,0.19266862,0.17619333,83.8709677419355,657,6.489205,550,"TUBD1",FALSE
"RPS6KB1","OK","negbinomial.size",0.231219518722465,0.473449490717429,"RPS6KB1","ENSG00000108443","False",804,0.28123167,0.24782185,76.4222873900293,959,6.8669333,804,"RPS6KB1",FALSE
"RNFT1","OK","negbinomial.size",0.257966146176436,0.506818200352676,"RNFT1","ENSG00000189050","False",566,0.18709677,0.17151064,83.4017595307918,638,6.4599047,566,"RNFT1",FALSE
"RP11-178C3.2","OK","negbinomial.size",0.609399565642447,0.817968737566743,"RP11-178C3.2","ENSG00000267302","False",12,0.0035190615,0.003512884,99.6480938416422,12,2.5649493,12,"RP11-178C3.2",FALSE
"HEATR6","OK","negbinomial.size",0.365220941606899,0.625344617063783,"HEATR6","ENSG00000068097","False",352,0.11348974,0.107498996,89.6774193548387,387,5.961005,352,"HEATR6",FALSE
"CTD-2319I12.2","OK","negbinomial.size",0.114133168177653,0.294972790083332,"CTD-2319I12.2","ENSG00000267416","False",54,0.016715543,0.016577376,98.41642228739,57,4.060443,54,"CTD-2319I12.2",FALSE
"USP32","OK","negbinomial.size",0.813412140266705,0.938534796347726,"USP32","ENSG00000170832","False",483,0.15806451,0.14675009,85.8357771260997,539,6.291569,483,"USP32",FALSE
"C17orf64","OK","negbinomial.size",0.718488290363899,0.887679853053632,"C17orf64","ENSG00000141371","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"C17orf64",FALSE
"APPBP2","OK","negbinomial.size",0.706345204383654,0.879720627855443,"APPBP2","ENSG00000062725","False",607,0.19853373,0.18109892,82.1994134897361,677,6.5191474,607,"APPBP2",FALSE
"RP11-15E18.1","OK","negbinomial.size",0.441980541630006,0.692814162035257,"RP11-15E18.1","ENSG00000259349","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-15E18.1",FALSE
"PPM1D","OK","negbinomial.size",0.00903068575556002,0.0408712068595864,"PPM1D","ENSG00000170836","False",198,0.060410555,0.05865615,94.1935483870968,206,5.332719,198,"PPM1D",FALSE
"BCAS3","OK","negbinomial.size",0.147054828584467,0.351133373139787,"BCAS3","ENSG00000141376","False",161,0.048387095,0.047252882,95.2785923753666,165,5.1119876,161,"BCAS3",FALSE
"TBX2-AS1","OK","negbinomial.size",0.0953355328437105,0.258465439292195,"TBX2-AS1","ENSG00000267280","False",135,0.046041057,0.045012616,96.0410557184751,157,5.062595,135,"TBX2-AS1",FALSE
"TBX2","OK","negbinomial.size",0.333787912278187,0.593352315777368,"TBX2","ENSG00000121068","False",141,0.04897361,0.04781217,95.8651026392962,167,5.123964,141,"TBX2",FALSE
"C17orf82","OK","negbinomial.size",0.65365122285327,0.849795745491241,"C17orf82","ENSG00000187013","False",13,0.0038123168,0.0038050683,99.6187683284458,13,2.6390574,13,"C17orf82",FALSE
"NACA2","OK","negbinomial.size",0.398964822874605,0.657105975440375,"NACA2","ENSG00000253506","False",147,0.044868033,0.043890595,95.6891495601173,153,5.0369525,147,"NACA2",FALSE
"BRIP1","OK","negbinomial.size",0.000375947445200116,0.00248905237219202,"BRIP1","ENSG00000136492","False",367,0.11730205,0.1109169,89.2375366568915,400,5.9939613,367,"BRIP1",FALSE
"INTS2","OK","negbinomial.size",0.442358095965937,0.693132932225144,"INTS2","ENSG00000108506","False",547,0.1824047,0.16755025,83.9589442815249,622,6.4345465,547,"INTS2",FALSE
"MED13","OK","negbinomial.size",0.0923967225638321,0.252367074998363,"MED13","ENSG00000108510","False",1328,0.5451613,0.4351283,61.0557184750733,1859,7.5283318,1328,"MED13",FALSE
"EFCAB3","OK","negbinomial.size",0.575828975640664,0.794476222245174,"EFCAB3","ENSG00000172421","False",11,0.0032258064,0.0032206147,99.6774193548387,11,2.4849067,11,"EFCAB3",FALSE
"METTL2A","OK","negbinomial.size",0.00720153805877435,0.0339624601363348,"METTL2A","ENSG00000087995","False",1111,0.43812317,0.36333892,67.4193548387097,1494,7.3098817,1111,"METTL2A",FALSE
"TLK2","OK","negbinomial.size",3.62963288101795e-06,3.54883923383397e-05,"TLK2","ENSG00000146872","False",1520,0.7328446,0.54976434,55.425219941349,2499,7.824046,1520,"TLK2",FALSE
"CTD-3035K23.6","OK","negbinomial.size",0.567585949806914,0.78882275943135,"CTD-3035K23.6","ENSG00000277463","False",14,0.0041055717,0.004097167,99.5894428152493,14,2.7080503,14,"CTD-3035K23.6",FALSE
"CTD-3035K23.7","OK","negbinomial.size",0.681267037772838,0.866613945085792,"CTD-3035K23.7","ENSG00000274565","False",30,0.009090909,0.009049836,99.1202346041056,31,3.465736,30,"CTD-3035K23.7",FALSE
"MRC2","OK","negbinomial.size",0.0688083646972992,0.204691355802845,"MRC2","ENSG00000011028","False",503,0.19560118,0.17864914,85.2492668621701,667,6.504288,503,"MRC2",FALSE
"MARCH10","OK","negbinomial.size",0.418103780277256,0.673642794995895,"MARCH10","ENSG00000173838","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"MARCH10",FALSE
"RP11-180P8.1","OK","negbinomial.size",0.453764934860559,0.703091245222798,"RP11-180P8.1","ENSG00000263931","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"RP11-180P8.1",FALSE
"RP11-180P8.3","OK","negbinomial.size",0.22170825428835,0.461374538343307,"RP11-180P8.3","ENSG00000266411","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP11-180P8.3",FALSE
"TANC2","OK","negbinomial.size",0.510305404049526,0.748079227568475,"TANC2","ENSG00000170921","False",809,0.3052786,0.2664165,76.2756598240469,1041,6.9488974,809,"TANC2",FALSE
"CYB561","OK","negbinomial.size",2.19967063976208e-09,3.29869844472397e-08,"CYB561","ENSG00000008283","False",1395,0.6120235,0.47749022,59.0909090909091,2087,7.643962,1395,"CYB561",TRUE
"ACE","OK","negbinomial.size",0.020071126680761,0.0783099832768948,"ACE","ENSG00000159640","False",34,0.009970674,0.009921295,99.0029325513196,34,3.5553482,34,"ACE",FALSE
"DCAF7","OK","negbinomial.size",0.000204976938862207,0.00143772457975981,"DCAF7","ENSG00000136485","False",2303,1.3366569,0.84872127,32.4633431085044,4558,8.424859,2303,"DCAF7",FALSE
"TACO1","OK","negbinomial.size",0.190542332057763,0.418836325040875,"TACO1","ENSG00000136463","False",1302,0.540176,0.4318967,61.8181818181818,1842,7.51915,1302,"TACO1",FALSE
"MAP3K3","OK","negbinomial.size",0.893665653718209,0.980138590838985,"MAP3K3","ENSG00000198909","False",458,0.15131965,0.14090881,86.5689149560117,516,6.248043,458,"MAP3K3",FALSE
"LIMD2","OK","negbinomial.size",0.125413640118341,0.314728295787825,"LIMD2","ENSG00000136490","False",749,0.29032257,0.25489223,78.0351906158358,990,6.8987145,749,"LIMD2",FALSE
"STRADA","OK","negbinomial.size",0.0372523400425865,0.12907061839296,"STRADA","ENSG00000266173","False",86,0.025806451,0.025479086,97.4780058651026,88,4.4886365,86,"STRADA",FALSE
"CCDC47","OK","negbinomial.size",1.95102070508383e-10,3.27980229640636e-09,"CCDC47","ENSG00000108588","False",1984,1.0475073,0.71662307,41.8181818181818,3572,8.181161,1984,"CCDC47",FALSE
"DDX42","OK","negbinomial.size",8.89644908362116e-06,8.08678115411492e-05,"DDX42","ENSG00000198231","False",1861,0.9178886,0.6512249,45.425219941349,3130,8.049108,1861,"DDX42",FALSE
"FTSJ3","OK","negbinomial.size",2.57214670084795e-07,2.93497745054857e-06,"FTSJ3","ENSG00000108592","False",1331,0.54428154,0.43455878,60.9677419354839,1856,7.5267177,1331,"FTSJ3",FALSE
"PSMC5","OK","negbinomial.size",2.57716963705843e-11,4.68315745880057e-10,"PSMC5","ENSG00000087191","False",3022,3.5404692,1.5130303,11.3782991202346,12073,9.398809,3022,"PSMC5",FALSE
"SMARCD2","OK","negbinomial.size",0.000238146447850588,0.00164942054843956,"SMARCD2","ENSG00000108604","False",868,0.31026393,0.2702286,74.5454545454545,1058,6.9650803,868,"SMARCD2",FALSE
"CD79B","OK","negbinomial.size",0.378933613108314,0.636912132656351,"CD79B","ENSG00000007312","False",9,0.0026392962,0.0026358194,99.7360703812317,9,2.3025851,9,"CD79B",FALSE
"PRR29-AS1","OK","negbinomial.size",0.699226445524536,0.875571953808182,"PRR29-AS1","ENSG00000264954","False",12,0.0035190615,0.003512884,99.6480938416422,12,2.5649493,12,"PRR29-AS1",FALSE
"PRR29","OK","negbinomial.size",0.028286943924456,0.103615643769192,"PRR29","ENSG00000224383","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"PRR29",FALSE
"ICAM2","OK","negbinomial.size",0.302818140362666,0.560850609077572,"ICAM2","ENSG00000108622","False",303,0.10527859,0.10009742,91.1143695014663,359,5.886104,303,"ICAM2",FALSE
"ERN1","OK","negbinomial.size",0.229402544015703,0.470956574682956,"ERN1","ENSG00000178607","False",380,0.12082111,0.11406155,88.8563049853372,412,6.0234475,380,"ERN1",FALSE
"SNHG25","OK","negbinomial.size",0.000127136416095309,0.000935095894399236,"SNHG25","ENSG00000266402","False",2350,1.6780058,0.98507243,31.0850439882698,5722,8.652248,2350,"SNHG25",FALSE
"TEX2","OK","negbinomial.size",0.358653808125393,0.619074117380305,"TEX2","ENSG00000136478","False",315,0.09853373,0.09397632,90.7624633431085,336,5.820083,315,"TEX2",FALSE
"PECAM1","OK","negbinomial.size",0.2000527199827,0.432759030479334,"PECAM1","ENSG00000261371","False",19,0.006451613,0.0064308904,99.4428152492669,22,3.1354942,19,"PECAM1",FALSE
"MILR1","OK","negbinomial.size",0.919710713980577,0.990722606036248,"MILR1","ENSG00000271605","False",151,0.047800586,0.046693288,95.5718475073314,163,5.0998664,151,"MILR1",FALSE
"POLG2","OK","negbinomial.size",0.0407724094662822,0.138090817183091,"POLG2","ENSG00000256525","False",433,0.14222874,0.13298139,87.3020527859238,485,6.1862087,433,"POLG2",FALSE
"DDX5","OK","negbinomial.size",3.27160639624569e-26,1.63780785890486e-24,"DDX5","ENSG00000108654","False",3289,4.920528,1.7784256,3.5483870967742,16779,9.727943,3289,"DDX5",TRUE
"CEP95","OK","negbinomial.size",0.00053907040737664,0.00345482054303981,"CEP95","ENSG00000258890","False",786,0.27155426,0.24023998,76.950146627566,926,6.8319535,786,"CEP95",FALSE
"SMURF2","OK","negbinomial.size",0.494453164705164,0.734945122765817,"SMURF2","ENSG00000108854","False",1293,0.54809386,0.4370244,62.0821114369502,1869,7.533694,1293,"SMURF2",FALSE
"LRRC37A3","OK","negbinomial.size",0.522810486891224,0.757546015662537,"LRRC37A3","ENSG00000176809","False",111,0.033431087,0.03288442,96.7448680351906,114,4.744932,111,"LRRC37A3",FALSE
"RP11-927P21.1","OK","negbinomial.size",0.725787608833994,0.891360225508649,"RP11-927P21.1","ENSG00000265218","False",17,0.004985337,0.0049729515,99.5014662756598,17,2.8903718,17,"RP11-927P21.1",FALSE
"RP11-583F2.2","OK","negbinomial.size",0.997387747954918,0.999999999652452,"RP11-583F2.2","ENSG00000265912","False",14,0.004398827,0.0043891803,99.5894428152493,15,2.7725887,14,"RP11-583F2.2",FALSE
"GNA13","OK","negbinomial.size",0.464886413190596,0.712292670051047,"GNA13","ENSG00000120063","False",695,0.23607038,0.2119373,79.6187683284457,805,6.692084,695,"GNA13",FALSE
"RP11-583F2.5","OK","negbinomial.size",0.384012143323573,0.641754128372656,"RP11-583F2.5","ENSG00000266598","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-583F2.5",FALSE
"RP11-160O5.1","OK","negbinomial.size",0.911184938739073,0.988471908494355,"RP11-160O5.1","ENSG00000263470","False",359,0.12639296,0.119020455,89.4721407624634,431,6.0684257,359,"RP11-160O5.1",FALSE
"RGS9","OK","negbinomial.size",0.694113675814718,0.87384565017971,"RGS9","ENSG00000108370","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RGS9",FALSE
"AXIN2","OK","negbinomial.size",0.922893194280786,0.992022076902682,"AXIN2","ENSG00000168646","False",8,0.0029325513,0.0029282598,99.7653958944282,10,2.3978953,8,"AXIN2",FALSE
"CEP112","OK","negbinomial.size",0.74743219555867,0.902705068357915,"CEP112","ENSG00000154240","False",172,0.05483871,0.053387873,94.9560117302053,187,5.236442,172,"CEP112",FALSE
"APOH","OK","negbinomial.size",0.82572379629484,0.944247815971675,"APOH","ENSG00000091583","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"APOH",FALSE
"PRKCA","OK","negbinomial.size",8.75911216027245e-09,1.21952873806111e-07,"PRKCA","ENSG00000154229","False",1609,0.92580646,0.65534484,52.8152492668622,3157,8.057694,1609,"PRKCA",FALSE
"PRKCA-AS1","OK","negbinomial.size",0.441174212932091,0.692194138818402,"PRKCA-AS1","ENSG00000264630","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"PRKCA-AS1",FALSE
"CACNG4","OK","negbinomial.size",0.376055005766555,0.634053449957229,"CACNG4","ENSG00000075461","False",154,0.052199412,0.050882652,95.4838709677419,178,5.187386,154,"CACNG4",FALSE
"HELZ","OK","negbinomial.size",0.56326614482932,0.786001981836364,"HELZ","ENSG00000198265","False",1006,0.36715543,0.31273225,70.4985337243402,1252,7.133296,1006,"HELZ",FALSE
"RP11-401F2.3","OK","negbinomial.size",0.367661922460668,0.626844463268585,"RP11-401F2.3","ENSG00000266473","False",43,0.013782991,0.01368887,98.7390029325513,47,3.871201,43,"RP11-401F2.3",FALSE
"PSMD12","OK","negbinomial.size",8.49351470042802e-19,2.85799073733513e-17,"PSMD12","ENSG00000197170","False",2236,1.3475074,0.85335404,34.4281524926686,4595,8.432941,2236,"PSMD12",TRUE
"PITPNC1","OK","negbinomial.size",0.0780254584632196,0.224428952135088,"PITPNC1","ENSG00000154217","False",1728,1.127566,0.7549786,49.3255131964809,3845,8.254789,1728,"PITPNC1",FALSE
"NOL11","OK","negbinomial.size",2.03626787870663e-11,3.73681683940548e-10,"NOL11","ENSG00000130935","False",1293,0.5392962,0.43132532,62.0821114369502,1839,7.517521,1293,"NOL11",TRUE
"BPTF","OK","negbinomial.size",0.303444476136181,0.561399766764628,"BPTF","ENSG00000171634","False",2553,1.5668622,0.94268423,25.1319648093842,5343,8.58373,2553,"BPTF",FALSE
"C17orf58","OK","negbinomial.size",0.329481148976745,0.588256334602275,"C17orf58","ENSG00000186665","False",1261,0.5680352,0.44982335,63.0205278592375,1937,7.5694118,1261,"C17orf58",FALSE
"KPNA2","OK","negbinomial.size",8.70055050051591e-140,4.13276148774506e-137,"KPNA2","ENSG00000182481","False",2096,1.8290323,1.0399348,38.533724340176,6237,8.738415,2096,"KPNA2",TRUE
"AC145343.2","OK","negbinomial.size",0.605333154934351,0.815777889254032,"AC145343.2","ENSG00000265055","False",112,0.034017596,0.033451796,96.7155425219941,116,4.762174,112,"AC145343.2",FALSE
"RP11-147L13.11","OK","negbinomial.size",0.565928095400236,0.787725320195571,"RP11-147L13.11","ENSG00000278730","False",489,0.15923753,0.14776249,85.6598240469208,543,6.2989492,489,"RP11-147L13.11",FALSE
"RP11-147L13.12","OK","negbinomial.size",0.293895895432988,0.55072237836685,"RP11-147L13.12","ENSG00000274561","False",43,0.012609971,0.012531127,98.7390029325513,43,3.7841897,43,"RP11-147L13.12",FALSE
"RP11-147L13.13","OK","negbinomial.size",0.587971745456242,0.803567942518819,"RP11-147L13.13","ENSG00000277476","False",33,0.009677419,0.009630893,99.0322580645161,33,3.5263605,33,"RP11-147L13.13",FALSE
"RP11-147L13.14","OK","negbinomial.size",0.9234821046868,0.992482083042772,"RP11-147L13.14","ENSG00000278740","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP11-147L13.14",FALSE
"RP11-147L13.15","OK","negbinomial.size",0.541593451134937,0.771142993337824,"RP11-147L13.15","ENSG00000274712","False",27,0.007917888,0.007886707,99.208211143695,27,3.3322046,27,"RP11-147L13.15",FALSE
"RP11-147L13.2","OK","negbinomial.size",0.443401350951036,0.693904695092757,"RP11-147L13.2","ENSG00000265100","False",14,0.0041055717,0.004097167,99.5894428152493,14,2.7080503,14,"RP11-147L13.2",FALSE
"AMZ2","OK","negbinomial.size",8.34827691778762e-05,0.000638649406765923,"AMZ2","ENSG00000196704","False",2200,1.3082111,0.8364728,35.4838709677419,4461,8.403353,2200,"AMZ2",FALSE
"ARSG","OK","negbinomial.size",2.21173910486095e-05,0.000187680811037744,"ARSG","ENSG00000141337","False",222,0.07008798,0.067740865,93.4897360703812,239,5.480639,222,"ARSG",FALSE
"SLC16A6","OK","negbinomial.size",0.257254180454369,0.505962121885458,"SLC16A6","ENSG00000108932","False",19,0.0058651026,0.00584797,99.4428152492669,20,3.0445225,19,"SLC16A6",FALSE
"WIPI1","OK","negbinomial.size",5.50976259091091e-10,8.87514991477565e-09,"WIPI1","ENSG00000070540","False",584,0.21231672,0.19253318,82.8739002932551,724,6.5861716,584,"WIPI1",TRUE
